"","lugar","dia","hora","concurrencia","fecha.de.busqueda"
"1","sarkis","miércoles",6,0,2021-01-06
"2","sarkis","miércoles",7,0,2021-01-06
"3","sarkis","miércoles",8,0,2021-01-06
"4","sarkis","miércoles",9,0,2021-01-06
"5","sarkis","miércoles",10,0,2021-01-06
"6","sarkis","miércoles",11,7.5,2021-01-06
"7","sarkis","miércoles",12,14.25,2021-01-06
"8","sarkis","miércoles",13,18,2021-01-06
"9","sarkis","miércoles",14,16.5,2021-01-06
"10","sarkis","miércoles",15,0,2021-01-06
"11","sarkis","miércoles",16,0,2021-01-06
"12","sarkis","miércoles",17,0,2021-01-06
"13","sarkis","miércoles",18,0,2021-01-06
"14","sarkis","miércoles",19,20.25,2021-01-06
"15","sarkis","miércoles",20,35.25,2021-01-06
"16","sarkis","miércoles",21,39.75,2021-01-06
"17","sarkis","miércoles",22,30,2021-01-06
"18","sarkis","miércoles",23,15,2021-01-06
